Year,Country / territory of asylum/residence,Origin,Refugees (incl. refugee-like situations),Asylum-seekers (pending cases),Returned refugees,Internally displaced persons (IDPs),Returned IDPs,Stateless persons,Others of concern,Total Population
#date+year,#country+residence,#country+origin,#affected+refugees,#affected+asylum,#affected+returned_refugees,#affected+idps,#affected+returned_idps,#affected+stateless,#affected+others,#affected+total
2008,Venezuela (Bolivarian Republic of),Gambia,2,4,,,,,,6
2008,Venezuela (Bolivarian Republic of),Ghana,1,3,,,,,,4
2008,Venezuela (Bolivarian Republic of),Guatemala,3,,,,,,,3
2008,Venezuela (Bolivarian Republic of),Guinea,,1,,,,,,1
2008,Venezuela (Bolivarian Republic of),Haiti,15,7,,,,,,22
2008,Venezuela (Bolivarian Republic of),Hungary,1,,,,,,,1
2008,Venezuela (Bolivarian Republic of),Iran (Islamic Rep. of),,4,,,,,,4
2008,Venezuela (Bolivarian Republic of),Iraq,,9,,,,,,9
2008,Venezuela (Bolivarian Republic of),Lebanon,,1,,,,,,1
2008,Venezuela (Bolivarian Republic of),Liberia,4,4,,,,,,8
2008,Venezuela (Bolivarian Republic of),Mauritania,,1,,,,,,1
2008,Venezuela (Bolivarian Republic of),Nicaragua,4,1,,,,,,5
2008,Venezuela (Bolivarian Republic of),Nigeria,4,10,,,,,,14
2008,Venezuela (Bolivarian Republic of),Pakistan,,2,,,,,,2
2008,Venezuela (Bolivarian Republic of),Palestinian,1,5,,,,,,6
2008,Venezuela (Bolivarian Republic of),Peru,6,16,,,,,,22
2008,Venezuela (Bolivarian Republic of),Poland,3,,,,,,,3
2008,Venezuela (Bolivarian Republic of),Russian Federation,,2,,,,,,2
2008,Venezuela (Bolivarian Republic of),Rwanda,3,,,,,,,3
2008,Venezuela (Bolivarian Republic of),Serbia and Kosovo (S/RES/1244 (1999)),5,,,,,,,5
2008,Venezuela (Bolivarian Republic of),Sierra Leone,,3,,,,,,3
2008,Venezuela (Bolivarian Republic of),Somalia,,9,,,,,,9
2008,Venezuela (Bolivarian Republic of),Stateless,1,5,,,,,,6
2008,Venezuela (Bolivarian Republic of),Sudan,,2,,,,,,2
2008,Venezuela (Bolivarian Republic of),Togo,1,,,,,,,1
2008,Venezuela (Bolivarian Republic of),Turkey,,4,,,,,,4
2008,Venezuela (Bolivarian Republic of),United States of America,,2,,,,,,2
2009,Venezuela (Bolivarian Republic of),Albania,,1,,,,,,1
2009,Venezuela (Bolivarian Republic of),Argentina,,2,,,,,,2
2009,Venezuela (Bolivarian Republic of),Bolivia (Plurinational State of),,4,,,,,,4
2009,Venezuela (Bolivarian Republic of),Burundi,,1,,,,,,1
2009,Venezuela (Bolivarian Republic of),China,5,2,,,,,,7
2009,Venezuela (Bolivarian Republic of),Colombia,201244,14223,17,,,,,215484
2009,Venezuela (Bolivarian Republic of),Congo,2,2,,,,,,4
2009,Venezuela (Bolivarian Republic of),Cuba,,13,,,,,,13
2009,Venezuela (Bolivarian Republic of),Cote d'Ivoire,1,4,,,,,,5
2009,Venezuela (Bolivarian Republic of),Dominican Rep.,,1,,,,,,1
2009,Venezuela (Bolivarian Republic of),Ecuador,4,10,,,,,,14
2009,Venezuela (Bolivarian Republic of),El Salvador,,1,,,,,,1
2009,Venezuela (Bolivarian Republic of),Ethiopia,1,4,,,,,,5
2009,Venezuela (Bolivarian Republic of),Gambia,2,4,,,,,,6
2009,Venezuela (Bolivarian Republic of),Ghana,1,4,,,,,,5
2009,Venezuela (Bolivarian Republic of),Guatemala,3,,,,,,,3
2009,Venezuela (Bolivarian Republic of),Guinea,,2,,,,,,2
2009,Venezuela (Bolivarian Republic of),Haiti,15,8,,,,,,23
2009,Venezuela (Bolivarian Republic of),Hungary,1,,,,,,,1
2009,Venezuela (Bolivarian Republic of),Iran (Islamic Rep. of),,5,,,,,,5
2009,Venezuela (Bolivarian Republic of),Iraq,,9,,,,,,9
2009,Venezuela (Bolivarian Republic of),Kenya,,1,,,,,,1
2009,Venezuela (Bolivarian Republic of),Kuwait,1,,,,,,,1
2009,Venezuela (Bolivarian Republic of),Lebanon,,1,,,,,,1
2009,Venezuela (Bolivarian Republic of),Liberia,4,4,,,,,,8
2009,Venezuela (Bolivarian Republic of),Mauritania,,1,,,,,,1
2009,Venezuela (Bolivarian Republic of),Mexico,,1,,,,,,1
2009,Venezuela (Bolivarian Republic of),Nicaragua,4,1,,,,,,5
2009,Venezuela (Bolivarian Republic of),Nigeria,4,15,,,,,,19
2009,Venezuela (Bolivarian Republic of),Pakistan,1,1,,,,,,2
2009,Venezuela (Bolivarian Republic of),Palestinian,1,5,,,,,,6
2009,Venezuela (Bolivarian Republic of),Peru,6,15,,,,,,21
2009,Venezuela (Bolivarian Republic of),Poland,3,,,,,,,3
2009,Venezuela (Bolivarian Republic of),Russian Federation,,2,,,,,,2
2009,Venezuela (Bolivarian Republic of),Rwanda,3,,,,,,,3
2009,Venezuela (Bolivarian Republic of),Serbia and Kosovo (S/RES/1244 (1999)),5,,,,,,,5
2009,Venezuela (Bolivarian Republic of),Sierra Leone,,3,,,,,,3
2009,Venezuela (Bolivarian Republic of),Somalia,,9,,,,,,9
2009,Venezuela (Bolivarian Republic of),Stateless,1,5,,,,,,6
2009,Venezuela (Bolivarian Republic of),Sudan,,2,,,,,,2
2009,Venezuela (Bolivarian Republic of),Togo,1,,,,,,,1
2009,Venezuela (Bolivarian Republic of),Turkey,,4,,,,,,4
2009,Venezuela (Bolivarian Republic of),United States of America,,2,,,,,,2
2010,Venezuela (Bolivarian Republic of),Afghanistan,4,1,,,,,,5
2010,Venezuela (Bolivarian Republic of),Albania,,1,,,,,,1
2010,Venezuela (Bolivarian Republic of),Argentina,,2,,,,,,2
2010,Venezuela (Bolivarian Republic of),Bolivia (Plurinational State of),,5,,,,,,5
2010,Venezuela (Bolivarian Republic of),Burundi,2,,,,,,,2
2010,Venezuela (Bolivarian Republic of),China,5,3,,,,,,8
2010,Venezuela (Bolivarian Republic of),Colombia,201467,15694,,,,,,217161
2010,Venezuela (Bolivarian Republic of),Congo,2,2,,,,,,4
2010,Venezuela (Bolivarian Republic of),Cuba,,14,,,,,,14
2010,Venezuela (Bolivarian Republic of),Cote d'Ivoire,1,4,,,,,,5
2010,Venezuela (Bolivarian Republic of),Dominican Rep.,,1,,,,,,1
2010,Venezuela (Bolivarian Republic of),Ecuador,4,13,,,,,,17
2010,Venezuela (Bolivarian Republic of),El Salvador,,1,,,,,,1
2010,Venezuela (Bolivarian Republic of),Ethiopia,2,4,,,,,,6
2010,Venezuela (Bolivarian Republic of),Gambia,2,4,,,,,,6
2010,Venezuela (Bolivarian Republic of),Ghana,1,4,,,,,,5
2010,Venezuela (Bolivarian Republic of),Guatemala,3,,,,,,,3
2010,Venezuela (Bolivarian Republic of),Guinea,,2,,,,,,2
2010,Venezuela (Bolivarian Republic of),Haiti,15,8,,,,,,23
2010,Venezuela (Bolivarian Republic of),Honduras,,1,,,,,,1
2010,Venezuela (Bolivarian Republic of),Hungary,1,,,,,,,1
2010,Venezuela (Bolivarian Republic of),Iran (Islamic Rep. of),3,12,,,,,,15
2010,Venezuela (Bolivarian Republic of),Iraq,1,8,,,,,,9
2010,Venezuela (Bolivarian Republic of),Kenya,,1,,,,,,1
2010,Venezuela (Bolivarian Republic of),Lebanon,,1,,,,,,1
2010,Venezuela (Bolivarian Republic of),Liberia,4,4,,,,,,8
2010,Venezuela (Bolivarian Republic of),Mauritania,,1,,,,,,1
2010,Venezuela (Bolivarian Republic of),Mexico,,1,,,,,,1
2010,Venezuela (Bolivarian Republic of),Nicaragua,4,2,,,,,,6
2010,Venezuela (Bolivarian Republic of),Nigeria,4,15,,,,,,19
2010,Venezuela (Bolivarian Republic of),Pakistan,1,1,,,,,,2
2010,Venezuela (Bolivarian Republic of),Palestinian,1,5,,,,,,6
2010,Venezuela (Bolivarian Republic of),Peru,7,15,,,,,,22
2010,Venezuela (Bolivarian Republic of),Poland,3,,,,,,,3
2010,Venezuela (Bolivarian Republic of),Russian Federation,,2,,,,,,2
2010,Venezuela (Bolivarian Republic of),Rwanda,3,,,,,,,3
2010,Venezuela (Bolivarian Republic of),Serbia and Kosovo (S/RES/1244 (1999)),5,,,,,,,5
2010,Venezuela (Bolivarian Republic of),Sierra Leone,,3,,,,,,3
2010,Venezuela (Bolivarian Republic of),Somalia,,9,,,,,,9
2010,Venezuela (Bolivarian Republic of),Stateless,1,5,,,,,,6
2010,Venezuela (Bolivarian Republic of),Sudan,,2,,,,,,2
2010,Venezuela (Bolivarian Republic of),Togo,1,,,,,,,1
2010,Venezuela (Bolivarian Republic of),Turkey,,6,,,,,,6
2010,Venezuela (Bolivarian Republic of),United States of America,,2,,,,,,2
2011,Venezuela (Bolivarian Republic of),Afghanistan,4,,,,,,,4
2011,Venezuela (Bolivarian Republic of),Albania,,1,,,,,,1
2011,Venezuela (Bolivarian Republic of),Argentina,,2,,,,,,2
2011,Venezuela (Bolivarian Republic of),Bolivia (Plurinational State of),,5,,,,,,5
2011,Venezuela (Bolivarian Republic of),Burundi,1,,,,,,,1
2011,Venezuela (Bolivarian Republic of),China,5,3,,,,,,8
2011,Venezuela (Bolivarian Republic of),Colombia,201941,17192,,,,,,219133
2011,Venezuela (Bolivarian Republic of),Congo,2,2,,,,,,4
2011,Venezuela (Bolivarian Republic of),Cuba,,14,,,,,,14
2011,Venezuela (Bolivarian Republic of),Cote d'Ivoire,1,5,,,,,,6
2011,Venezuela (Bolivarian Republic of),Dominican Rep.,,1,,,,,,1
2011,Venezuela (Bolivarian Republic of),Ecuador,4,14,,,,,,18
2011,Venezuela (Bolivarian Republic of),El Salvador,,1,,,,,,1
2011,Venezuela (Bolivarian Republic of),Ethiopia,2,9,,,,,,11
2011,Venezuela (Bolivarian Republic of),Gambia,2,4,,,,,,6
2011,Venezuela (Bolivarian Republic of),Ghana,1,4,,,,,,5
2011,Venezuela (Bolivarian Republic of),Guatemala,3,,,,,,,3
2011,Venezuela (Bolivarian Republic of),Guinea,,2,,,,,,2
2011,Venezuela (Bolivarian Republic of),Haiti,15,9,,,,,,24
2011,Venezuela (Bolivarian Republic of),Honduras,,1,,,,,,1
2011,Venezuela (Bolivarian Republic of),Hungary,1,,,,,,,1
2011,Venezuela (Bolivarian Republic of),Iran (Islamic Rep. of),,16,,,,,,16
2011,Venezuela (Bolivarian Republic of),Iraq,2,8,,,,,,10
2011,Venezuela (Bolivarian Republic of),Kenya,,1,,,,,,1
2011,Venezuela (Bolivarian Republic of),Lebanon,,2,,,,,,2
2011,Venezuela (Bolivarian Republic of),Liberia,4,4,,,,,,8
2011,Venezuela (Bolivarian Republic of),Mauritania,,1,,,,,,1
2011,Venezuela (Bolivarian Republic of),Mexico,,2,,,,,,2
2011,Venezuela (Bolivarian Republic of),Nicaragua,4,2,,,,,,6
2011,Venezuela (Bolivarian Republic of),Nigeria,4,16,,,,,,20
2011,Venezuela (Bolivarian Republic of),Pakistan,1,1,,,,,,2
2011,Venezuela (Bolivarian Republic of),Palestinian,1,5,,,,,,6
2011,Venezuela (Bolivarian Republic of),Peru,7,14,,,,,,21
2011,Venezuela (Bolivarian Republic of),Poland,3,,,,,,,3
2011,Venezuela (Bolivarian Republic of),Russian Federation,,2,,,,,,2
2011,Venezuela (Bolivarian Republic of),Rwanda,3,,,,,,,3
2011,Venezuela (Bolivarian Republic of),Serbia and Kosovo (S/RES/1244 (1999)),5,,,,,,,5
2011,Venezuela (Bolivarian Republic of),Sierra Leone,2,3,,,,,,5
2011,Venezuela (Bolivarian Republic of),Somalia,,9,,,,,,9
2011,Venezuela (Bolivarian Republic of),Stateless,1,5,,,,,,6
2011,Venezuela (Bolivarian Republic of),Sudan,,2,,,,,,2
2011,Venezuela (Bolivarian Republic of),Togo,1,,,,,,,1
2011,Venezuela (Bolivarian Republic of),Turkey,2,4,,,,,,6
2011,Venezuela (Bolivarian Republic of),United States of America,,3,,,,,,3
2012,Venezuela (Bolivarian Republic of),Afghanistan,4,,,,,,,4
2012,Venezuela (Bolivarian Republic of),Albania,,1,,,,,,1
2012,Venezuela (Bolivarian Republic of),Argentina,,2,,,,,,2
2012,Venezuela (Bolivarian Republic of),Bolivia (Plurinational State of),,5,,,,,,5
2012,Venezuela (Bolivarian Republic of),Burundi,1,,,,,,,1
2012,Venezuela (Bolivarian Republic of),China,5,4,,,,,,9
2012,Venezuela (Bolivarian Republic of),Colombia,203563,750,,,,,,204313
2012,Venezuela (Bolivarian Republic of),Congo,2,2,,,,,,4
2012,Venezuela (Bolivarian Republic of),Cuba,,14,,,,,,14
2012,Venezuela (Bolivarian Republic of),Cote d'Ivoire,1,4,,,,,,5
2012,Venezuela (Bolivarian Republic of),Dominican Rep.,,1,,,,,,1
2012,Venezuela (Bolivarian Republic of),Ecuador,4,13,,,,,,17
2012,Venezuela (Bolivarian Republic of),El Salvador,,1,,,,,,1
2012,Venezuela (Bolivarian Republic of),Ethiopia,2,4,,,,,,6
2012,Venezuela (Bolivarian Republic of),Gambia,2,4,,,,,,6
2012,Venezuela (Bolivarian Republic of),Ghana,1,5,,,,,,6
2012,Venezuela (Bolivarian Republic of),Guatemala,3,,,,,,,3
2012,Venezuela (Bolivarian Republic of),Guinea,,2,,,,,,2
2012,Venezuela (Bolivarian Republic of),Haiti,15,8,,,,,,23
2012,Venezuela (Bolivarian Republic of),Honduras,,1,,,,,,1
2012,Venezuela (Bolivarian Republic of),Hungary,1,,,,,,,1
2012,Venezuela (Bolivarian Republic of),Iran (Islamic Rep. of),,12,,,,,,12
2012,Venezuela (Bolivarian Republic of),Iraq,2,8,,,,,,10
2012,Venezuela (Bolivarian Republic of),Kenya,,1,,,,,,1
2012,Venezuela (Bolivarian Republic of),Lebanon,,1,,,,,,1
2012,Venezuela (Bolivarian Republic of),Liberia,4,4,,,,,,8
2012,Venezuela (Bolivarian Republic of),Mauritania,,1,,,,,,1
2012,Venezuela (Bolivarian Republic of),Mexico,,1,,,,,,1
2012,Venezuela (Bolivarian Republic of),Nicaragua,4,2,,,,,,6
2012,Venezuela (Bolivarian Republic of),Nigeria,4,15,,,,,,19
2012,Venezuela (Bolivarian Republic of),Pakistan,1,1,,,,,,2
2012,Venezuela (Bolivarian Republic of),Palestinian,1,5,,,,,,6
2012,Venezuela (Bolivarian Republic of),Peru,7,15,,,,,,22
2012,Venezuela (Bolivarian Republic of),Poland,3,,,,,,,3
2012,Venezuela (Bolivarian Republic of),Russian Federation,,2,,,,,,2
2012,Venezuela (Bolivarian Republic of),Rwanda,3,,,,,,,3
2012,Venezuela (Bolivarian Republic of),Serbia and Kosovo (S/RES/1244 (1999)),5,,,,,,,5
2012,Venezuela (Bolivarian Republic of),Sierra Leone,2,3,,,,,,5
2012,Venezuela (Bolivarian Republic of),Somalia,,9,,,,,,9
2012,Venezuela (Bolivarian Republic of),Stateless,1,5,,,,,,6
2012,Venezuela (Bolivarian Republic of),Sudan,,2,,,,,,2
2012,Venezuela (Bolivarian Republic of),Togo,1,,,,,,,1
2012,Venezuela (Bolivarian Republic of),Turkey,2,6,,,,,,8
2012,Venezuela (Bolivarian Republic of),United States of America,,2,,,,,,2
2013,Venezuela (Bolivarian Republic of),Afghanistan,4,,,,,,,4
2013,Venezuela (Bolivarian Republic of),Albania,,1,,,,,,1
2013,Venezuela (Bolivarian Republic of),Argentina,,2,,,,,,2
2013,Venezuela (Bolivarian Republic of),Bolivia (Plurinational State of),,5,,,,,,5
2013,Venezuela (Bolivarian Republic of),Burundi,1,,,,,,,1
2013,Venezuela (Bolivarian Republic of),China,5,4,,,,,,9
2013,Venezuela (Bolivarian Republic of),Colombia,204259,909,,,,,,205168
2013,Venezuela (Bolivarian Republic of),Congo,2,2,,,,,,4
2013,Venezuela (Bolivarian Republic of),Cuba,,14,,,,,,14
2013,Venezuela (Bolivarian Republic of),Cote d'Ivoire,1,4,,,,,,5
2013,Venezuela (Bolivarian Republic of),Dominican Rep.,,1,,,,,,1
2013,Venezuela (Bolivarian Republic of),Ecuador,4,13,,,,,,17
2013,Venezuela (Bolivarian Republic of),El Salvador,,1,,,,,,1
2013,Venezuela (Bolivarian Republic of),Ethiopia,2,4,,,,,,6
2013,Venezuela (Bolivarian Republic of),Gambia,2,4,,,,,,6
2013,Venezuela (Bolivarian Republic of),Ghana,1,5,,,,,,6
2013,Venezuela (Bolivarian Republic of),Guatemala,3,,,,,,,3
2013,Venezuela (Bolivarian Republic of),Guinea,,2,,,,,,2
2013,Venezuela (Bolivarian Republic of),Haiti,15,8,,,,,,23
2013,Venezuela (Bolivarian Republic of),Honduras,,1,,,,,,1
2013,Venezuela (Bolivarian Republic of),Hungary,1,,,,,,,1
2013,Venezuela (Bolivarian Republic of),Iran (Islamic Rep. of),,12,,,,,,12
2013,Venezuela (Bolivarian Republic of),Iraq,2,8,,,,,,10
2013,Venezuela (Bolivarian Republic of),Kenya,,1,,,,,,1
2013,Venezuela (Bolivarian Republic of),Lebanon,,2,,,,,,2
2013,Venezuela (Bolivarian Republic of),Liberia,4,4,,,,,,8
2013,Venezuela (Bolivarian Republic of),Mauritania,,1,,,,,,1
2013,Venezuela (Bolivarian Republic of),Mexico,,1,,,,,,1
2013,Venezuela (Bolivarian Republic of),Nicaragua,4,2,,,,,,6
2013,Venezuela (Bolivarian Republic of),Nigeria,4,15,,,,,,19
2013,Venezuela (Bolivarian Republic of),Pakistan,1,1,,,,,,2
2013,Venezuela (Bolivarian Republic of),Palestinian,1,5,,,,,,6
2013,Venezuela (Bolivarian Republic of),Peru,7,14,,,,,,21
2013,Venezuela (Bolivarian Republic of),Poland,3,,,,,,,3
2013,Venezuela (Bolivarian Republic of),Russian Federation,,2,,,,,,2
2013,Venezuela (Bolivarian Republic of),Rwanda,3,,,,,,,3
2013,Venezuela (Bolivarian Republic of),Serbia and Kosovo (S/RES/1244 (1999)),5,,,,,,,5
2013,Venezuela (Bolivarian Republic of),Sierra Leone,2,3,,,,,,5
2013,Venezuela (Bolivarian Republic of),Somalia,,9,,,,,,9
2013,Venezuela (Bolivarian Republic of),Stateless,1,5,,,,,,6
2013,Venezuela (Bolivarian Republic of),Sudan,,2,,,,,,2
2013,Venezuela (Bolivarian Republic of),Togo,1,,,,,,,1
2013,Venezuela (Bolivarian Republic of),Turkey,2,4,,,,,,6
2013,Venezuela (Bolivarian Republic of),United States of America,,2,,,,,,2
2014,Venezuela (Bolivarian Republic of),Afghanistan,4,,,,,,,4
2014,Venezuela (Bolivarian Republic of),Albania,,1,,,,,,1
2014,Venezuela (Bolivarian Republic of),Argentina,,2,,,,,,2
2014,Venezuela (Bolivarian Republic of),Bolivia (Plurinational State of),,5,,,,,,5
2014,Venezuela (Bolivarian Republic of),Burundi,1,,,,,,,1
2014,Venezuela (Bolivarian Republic of),Chile,5,4,,,,,,9
2014,Venezuela (Bolivarian Republic of),China,,,,,,,,0
2014,Venezuela (Bolivarian Republic of),Colombia,173519,251,,,,,,173770
2014,Venezuela (Bolivarian Republic of),Congo,2,2,,,,,,4
2014,Venezuela (Bolivarian Republic of),Cuba,,14,,,,,,14
2014,Venezuela (Bolivarian Republic of),Cote d'Ivoire,1,4,,,,,,5
2014,Venezuela (Bolivarian Republic of),Dominican Rep.,,1,,,,,,1
2014,Venezuela (Bolivarian Republic of),Ecuador,4,13,,,,,,17
2014,Venezuela (Bolivarian Republic of),El Salvador,,1,,,,,,1
2014,Venezuela (Bolivarian Republic of),Ethiopia,2,4,,,,,,6
2014,Venezuela (Bolivarian Republic of),Gambia,2,4,,,,,,6
2014,Venezuela (Bolivarian Republic of),Ghana,1,5,,,,,,6
2014,Venezuela (Bolivarian Republic of),Guatemala,3,,,,,,,3
2014,Venezuela (Bolivarian Republic of),Guinea,,2,,,,,,2
2014,Venezuela (Bolivarian Republic of),Haiti,15,8,,,,,,23
2014,Venezuela (Bolivarian Republic of),Honduras,,1,,,,,,1
2014,Venezuela (Bolivarian Republic of),Hungary,1,,,,,,,1
2014,Venezuela (Bolivarian Republic of),Iran (Islamic Rep. of),,17,,,,,,17
2014,Venezuela (Bolivarian Republic of),Iraq,2,8,,,,,,10
2014,Venezuela (Bolivarian Republic of),Kenya,,1,,,,,,1
2014,Venezuela (Bolivarian Republic of),Lebanon,,2,,,,,,2
2014,Venezuela (Bolivarian Republic of),Liberia,4,4,,,,,,8
2014,Venezuela (Bolivarian Republic of),Mauritania,,1,,,,,,1
2014,Venezuela (Bolivarian Republic of),Mexico,,1,,,,,,1
2014,Venezuela (Bolivarian Republic of),Nicaragua,4,2,,,,,,6
2014,Venezuela (Bolivarian Republic of),Nigeria,4,15,,,,,,19
2014,Venezuela (Bolivarian Republic of),Pakistan,1,1,,,,,,2
2014,Venezuela (Bolivarian Republic of),Palestinian,1,5,,,,,,6
2014,Venezuela (Bolivarian Republic of),Peru,7,14,,,,,,21
2014,Venezuela (Bolivarian Republic of),Poland,3,,,,,,,3
2014,Venezuela (Bolivarian Republic of),Russian Federation,,2,,,,,,2
2014,Venezuela (Bolivarian Republic of),Rwanda,3,,,,,,,3
2014,Venezuela (Bolivarian Republic of),Serbia and Kosovo (S/RES/1244 (1999)),5,,,,,,,5
2014,Venezuela (Bolivarian Republic of),Sierra Leone,2,3,,,,,,5
2014,Venezuela (Bolivarian Republic of),Somalia,,15,,,,,,15
2014,Venezuela (Bolivarian Republic of),Stateless,1,5,,,,,,6
2014,Venezuela (Bolivarian Republic of),Sudan,,2,,,,,,2
2014,Venezuela (Bolivarian Republic of),Syrian Arab Rep.,,1,,,,,,1
2014,Venezuela (Bolivarian Republic of),Togo,1,,,,,,,1
2014,Venezuela (Bolivarian Republic of),Turkey,2,4,,,,,,6
2014,Venezuela (Bolivarian Republic of),United States of America,,2,,,,,,2
2015,Venezuela (Bolivarian Republic of),Afghanistan,4,,,,,,,4
2015,Venezuela (Bolivarian Republic of),Albania,,1,,,,,,1
2015,Venezuela (Bolivarian Republic of),Argentina,,2,,,,,,2
2015,Venezuela (Bolivarian Republic of),Bolivia (Plurinational State of),,5,,,,,,5
2015,Venezuela (Bolivarian Republic of),Burundi,1,,,,,,,1
2015,Venezuela (Bolivarian Republic of),Chile,5,4,,,,,,9
2015,Venezuela (Bolivarian Republic of),Colombia,173673,57,1765,,,,,175495
2015,Venezuela (Bolivarian Republic of),Congo,2,2,,,,,,4
2015,Venezuela (Bolivarian Republic of),Cuba,,14,,,,,,14
2015,Venezuela (Bolivarian Republic of),Cote d'Ivoire,1,4,,,,,,5
2015,Venezuela (Bolivarian Republic of),Dominican Rep.,,1,,,,,,1
2015,Venezuela (Bolivarian Republic of),Ecuador,4,13,,,,,,17
2015,Venezuela (Bolivarian Republic of),El Salvador,,1,,,,,,1
2015,Venezuela (Bolivarian Republic of),Ethiopia,2,4,,,,,,6
2015,Venezuela (Bolivarian Republic of),Gambia,2,4,,,,,,6
2015,Venezuela (Bolivarian Republic of),Ghana,1,5,,,,,,6
2015,Venezuela (Bolivarian Republic of),Guatemala,3,,,,,,,3
2015,Venezuela (Bolivarian Republic of),Guinea,,2,,,,,,2
2015,Venezuela (Bolivarian Republic of),Haiti,15,8,,,,,,23
2015,Venezuela (Bolivarian Republic of),Honduras,,1,,,,,,1
2015,Venezuela (Bolivarian Republic of),Hungary,1,,,,,,,1
2015,Venezuela (Bolivarian Republic of),Iran (Islamic Rep. of),,18,,,,,,18
2015,Venezuela (Bolivarian Republic of),Iraq,2,8,,,,,,10
2015,Venezuela (Bolivarian Republic of),Kenya,,1,,,,,,1
2015,Venezuela (Bolivarian Republic of),Lebanon,,2,,,,,,2
2015,Venezuela (Bolivarian Republic of),Liberia,4,4,,,,,,8
2015,Venezuela (Bolivarian Republic of),Mauritania,,1,,,,,,1
2015,Venezuela (Bolivarian Republic of),Mexico,,1,,,,,,1
2015,Venezuela (Bolivarian Republic of),Nicaragua,4,2,,,,,,6
2015,Venezuela (Bolivarian Republic of),Nigeria,4,15,,,,,,19
2015,Venezuela (Bolivarian Republic of),Pakistan,1,1,,,,,,2
2015,Venezuela (Bolivarian Republic of),Palestinian,1,5,,,,,,6
2015,Venezuela (Bolivarian Republic of),Peru,7,14,,,,,,21
2015,Venezuela (Bolivarian Republic of),Poland,3,,,,,,,3
2015,Venezuela (Bolivarian Republic of),Russian Federation,,2,,,,,,2
2015,Venezuela (Bolivarian Republic of),Rwanda,3,,,,,,,3
2015,Venezuela (Bolivarian Republic of),Serbia and Kosovo (S/RES/1244 (1999)),5,,,,,,,5
2015,Venezuela (Bolivarian Republic of),Sierra Leone,2,3,,,,,,5
2015,Venezuela (Bolivarian Republic of),Somalia,,15,,,,,,15
2015,Venezuela (Bolivarian Republic of),Stateless,1,5,,,,,,6
2015,Venezuela (Bolivarian Republic of),Sudan,,2,,,,,,2
2015,Venezuela (Bolivarian Republic of),Syrian Arab Rep.,,2,,,,,,2
2015,Venezuela (Bolivarian Republic of),Togo,1,,,,,,,1
2015,Venezuela (Bolivarian Republic of),Turkey,2,4,,,,,,6
2015,Venezuela (Bolivarian Republic of),United States of America,,2,,,,,,2
2016,Venezuela (Bolivarian Republic of),Afghanistan,10,,,,,,,10
2016,Venezuela (Bolivarian Republic of),Algeria,1,,,,,,,1
2016,Venezuela (Bolivarian Republic of),Burundi,1,,,,,,,1
2016,Venezuela (Bolivarian Republic of),Chile,10,,,,,,,10
2016,Venezuela (Bolivarian Republic of),Colombia,171920,882,154,,,,,172956
2016,Venezuela (Bolivarian Republic of),Congo,4,,,,,,,4
2016,Venezuela (Bolivarian Republic of),Cote d'Ivoire,1,,,,,,,1
2016,Venezuela (Bolivarian Republic of),Ecuador,1,,,,,,,1
2016,Venezuela (Bolivarian Republic of),Ethiopia,2,,,,,,,2
2016,Venezuela (Bolivarian Republic of),Gambia,2,,,,,,,2
2016,Venezuela (Bolivarian Republic of),Germany,,2,,,,,,2
2016,Venezuela (Bolivarian Republic of),Ghana,2,,,,,,,2
2016,Venezuela (Bolivarian Republic of),Haiti,7,,,,,,,7
2016,Venezuela (Bolivarian Republic of),Honduras,1,,,,,,,1
2016,Venezuela (Bolivarian Republic of),Iraq,18,,,,,,,18
2016,Venezuela (Bolivarian Republic of),Lebanon,12,,,,,,,12
2016,Venezuela (Bolivarian Republic of),Liberia,9,,,,,,,9
2016,Venezuela (Bolivarian Republic of),Libya,3,,,,,,,3
2016,Venezuela (Bolivarian Republic of),Nigeria,7,,,,,,,7
2016,Venezuela (Bolivarian Republic of),Pakistan,1,,,,,,,1
2016,Venezuela (Bolivarian Republic of),Palestinian,7,,,,,,,7
2016,Venezuela (Bolivarian Republic of),Peru,4,2,,,,,,6
2016,Venezuela (Bolivarian Republic of),Rwanda,3,,,,,,,3
2016,Venezuela (Bolivarian Republic of),Serbia and Kosovo (S/RES/1244 (1999)),1,,,,,,,1
2016,Venezuela (Bolivarian Republic of),Sierra Leone,3,,,,,,,3
2016,Venezuela (Bolivarian Republic of),Spain,1,,,,,,,1
2016,Venezuela (Bolivarian Republic of),Stateless,1,,,,,,,1
2016,Venezuela (Bolivarian Republic of),Syrian Arab Rep.,3,18,,,,,,21
2016,Venezuela (Bolivarian Republic of),Turkey,6,,,,,,,6
2016,Venezuela (Bolivarian Republic of),United States of America,1,,,,,,,1
2016,Venezuela (Bolivarian Republic of),Western Sahara,11,,,,,,,11
2017,Venezuela (Bolivarian Republic of),Afghanistan,10,,,,,,,10
2017,Venezuela (Bolivarian Republic of),Algeria,*,,,,,,,*
2017,Venezuela (Bolivarian Republic of),Burundi,*,,,,,,,*
2017,Venezuela (Bolivarian Republic of),Chile,10,,,,,,,10
2017,Venezuela (Bolivarian Republic of),Colombia,122677,904,,,,,,123581
2017,Venezuela (Bolivarian Republic of),Congo,4,,,,,,,4
2017,Venezuela (Bolivarian Republic of),Cote d'Ivoire,*,,,,,,,*
